id,text,original_label,label,question,A,B,C,D,E,F
1423,Slow 'Music and Lyrics',"['0', '0', '0', '20', '0', '6']","[0.0, 0.0, 0.0, 0.7692307692307693, 0.0, 0.23076923076923078]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
559,Fortune: Looking beyond the iPhone,"['0', '0', '0', '36', '0', '24']","[0.0, 0.0, 0.0, 0.6, 0.0, 0.4]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
735,Blissing out in Ojai,"['0', '0', '0', '63', '0', '0']","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
901,"Allied with democrats, Lieberman easily aligns with Republicans","['5', '16', '0', '0', '17', '26']","[0.078125, 0.25, 0.0, 0.0, 0.265625, 0.40625]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1436,Up to 22 inches of snow in forecast,"['0', '0', '14', '4', '6', '48']","[0.0, 0.0, 0.19444444444444445, 0.05555555555555555, 0.08333333333333333, 0.6666666666666666]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1078,Bombings say Muslim rebels won't negotiate,"['48', '15', '49', '0', '26', '15']","[0.3137254901960784, 0.09803921568627451, 0.3202614379084967, 0.0, 0.16993464052287582, 0.09803921568627451]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1475,United hang on to six-point lead,"['0', '0', '2', '29', '2', '7']","[0.0, 0.0, 0.05, 0.725, 0.05, 0.175]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1070,Eight US soldiers killed in Zabul helicopter crash,"['15', '16', '18', '0', '90', '2']","[0.10638297872340426, 0.11347517730496454, 0.1276595744680851, 0.0, 0.6382978723404256, 0.014184397163120567]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
682,Malaysian AirAsia X to fly in July,"['0', '0', '0', '39', '0', '14']","[0.0, 0.0, 0.0, 0.7358490566037735, 0.0, 0.2641509433962264]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1117,Scientists tout cocoa's health benefits,"['0', '0', '0', '60', '0', '20']","[0.0, 0.0, 0.0, 0.75, 0.0, 0.25]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1407,"Higley, Gonzalez lead in Malaysia","['3', '4', '5', '25', '10', '12']","[0.05084745762711865, 0.06779661016949153, 0.0847457627118644, 0.423728813559322, 0.1694915254237288, 0.2033898305084746]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
964,Study finds gritty air raises heart disease risk in older women,"['0', '0', '30', '3', '23', '35']","[0.0, 0.0, 0.32967032967032966, 0.03296703296703297, 0.25274725274725274, 0.38461538461538464]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1331,India to test new nuclear missile,"['10', '4', '71', '0', '24', '22']","[0.07633587786259542, 0.030534351145038167, 0.5419847328244275, 0.0, 0.183206106870229, 0.16793893129770993]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
919,Luxury digs in South Carolina's Lowcountry,"['0', '0', '0', '28', '0', '10']","[0.0, 0.0, 0.0, 0.7368421052631579, 0.0, 0.2631578947368421]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1197,Create own 'Thrillville' for a wild ride,"['0', '0', '5', '33', '0', '14']","[0.0, 0.0, 0.09615384615384616, 0.6346153846153846, 0.0, 0.2692307692307692]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
824,U.S. keeps Iran options open,"['11', '8', '19', '28', '4', '9']","[0.13924050632911392, 0.10126582278481013, 0.24050632911392406, 0.35443037974683544, 0.05063291139240506, 0.11392405063291139]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
929,"Dell to cut bonuses, trim management","['0', '0', '12', '0', '41', '13']","[0.0, 0.0, 0.18181818181818182, 0.0, 0.6212121212121212, 0.19696969696969696]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1043,Colombia FM resigns after relatives' arrests for militia links,"['15', '12', '34', '14', '35', '31']","[0.10638297872340426, 0.0851063829787234, 0.24113475177304963, 0.09929078014184398, 0.24822695035460993, 0.2198581560283688]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
677,Real suffer Carlos injury setback,"['4', '0', '7', '0', '47', '13']","[0.056338028169014086, 0.0, 0.09859154929577464, 0.0, 0.6619718309859155, 0.18309859154929578]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1470,Frantic 911 call in Ryan O'Neal case,"['0', '0', '28', '0', '15', '30']","[0.0, 0.0, 0.3835616438356164, 0.0, 0.2054794520547945, 0.410958904109589]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1181,Apple revs up Mac attacks on Vista,"['5', '26', '5', '12', '11', '23']","[0.06097560975609756, 0.3170731707317073, 0.06097560975609756, 0.14634146341463414, 0.13414634146341464, 0.2804878048780488]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1343,Salmonella outbreak traced to peanut butter,"['4', '0', '70', '0', '16', '19']","[0.03669724770642202, 0.0, 0.6422018348623854, 0.0, 0.14678899082568808, 0.1743119266055046]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1256,UK police slammed over terror raid,"['23', '11', '48', '0', '15', '17']","[0.20175438596491227, 0.09649122807017543, 0.42105263157894735, 0.0, 0.13157894736842105, 0.14912280701754385]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1052,Royal rescues presidential hopes with commanding performance,"['0', '0', '3', '42', '0', '20']","[0.0, 0.0, 0.046153846153846156, 0.6461538461538462, 0.0, 0.3076923076923077]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1454,New cancer drug to save a thousand lives a year,"['3', '0', '5', '65', '5', '42']","[0.025, 0.0, 0.041666666666666664, 0.5416666666666666, 0.041666666666666664, 0.35]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
834,Mistrial declared in teacher-student rape case,"['34', '46', '15', '0', '47', '33']","[0.19428571428571428, 0.26285714285714284, 0.08571428571428572, 0.0, 0.26857142857142857, 0.18857142857142858]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
903,Iran to strike US interests if attacked,"['38', '7', '47', '0', '22', '4']","[0.3220338983050847, 0.059322033898305086, 0.3983050847457627, 0.0, 0.1864406779661017, 0.03389830508474576]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
865,Victim: Gunman bought drink after shooting,"['18', '26', '26', '0', '30', '46']","[0.1232876712328767, 0.1780821917808219, 0.1780821917808219, 0.0, 0.2054794520547945, 0.3150684931506849]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
523,BB star Jackson denies Goody comments,"['7', '8', '0', '0', '0', '2']","[0.4117647058823529, 0.47058823529411764, 0.0, 0.0, 0.0, 0.11764705882352941]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1035,Russia warns US against missile bases in East Europe,"['48', '13', '53', '0', '0', '0']","[0.42105263157894735, 0.11403508771929824, 0.4649122807017544, 0.0, 0.0, 0.0]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1018,Planning seen in Iraqi attacks on U.S. copters,"['29', '2', '54', '0', '37', '27']","[0.19463087248322147, 0.013422818791946308, 0.3624161073825503, 0.0, 0.2483221476510067, 0.18120805369127516]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
809,Hunters stalk world's tallest trees,"['14', '0', '10', '14', '30', '10']","[0.1794871794871795, 0.0, 0.1282051282051282, 0.1794871794871795, 0.38461538461538464, 0.1282051282051282]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1051,Judge threatens to shut down Air-India inquiry,"['46', '2', '14', '0', '16', '11']","[0.5168539325842697, 0.02247191011235955, 0.15730337078651685, 0.0, 0.1797752808988764, 0.12359550561797752]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
764,Fine wines in British Columbia,"['0', '0', '0', '19', '0', '3']","[0.0, 0.0, 0.0, 0.8636363636363636, 0.0, 0.13636363636363635]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
665,YouTube told to drop celeb sex video,"['7', '23', '9', '14', '15', '24']","[0.07608695652173914, 0.25, 0.09782608695652174, 0.15217391304347827, 0.16304347826086957, 0.2608695652173913]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1177,ECB holds rates at 3.5 percent,"['0', '0', '0', '18', '0', '5']","[0.0, 0.0, 0.0, 0.782608695652174, 0.0, 0.21739130434782608]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1073,Livingstone's transport empire may extend,"['0', '0', '9', '37', '0', '9']","[0.0, 0.0, 0.16363636363636364, 0.6727272727272727, 0.0, 0.16363636363636364]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
965,"Venezuela, Iran fight U.S. dominance","['60', '12', '24', '16', '17', '5']","[0.44776119402985076, 0.08955223880597014, 0.1791044776119403, 0.11940298507462686, 0.12686567164179105, 0.03731343283582089]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
608,Another death at Georgia Aquarium,"['0', '0', '17', '0', '79', '6']","[0.0, 0.0, 0.16666666666666666, 0.0, 0.7745098039215687, 0.058823529411764705]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1014,U.S. says powerful Iraqi cleric is living in Iran,"['9', '0', '40', '0', '6', '15']","[0.12857142857142856, 0.0, 0.5714285714285714, 0.0, 0.08571428571428572, 0.21428571428571427]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1372,Petraeus takes command in Iraq,"['11', '5', '21', '8', '5', '8']","[0.1896551724137931, 0.08620689655172414, 0.3620689655172414, 0.13793103448275862, 0.08620689655172414, 0.13793103448275862]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
500,Test to predict breast cancer relapse is approved,"['0', '0', '15', '38', '9', '11']","[0.0, 0.0, 0.2054794520547945, 0.5205479452054794, 0.1232876712328767, 0.1506849315068493]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
638,Apple to Vista upgraders: 'Wait',"['0', '0', '0', '1', '13', '22']","[0.0, 0.0, 0.0, 0.027777777777777776, 0.3611111111111111, 0.6111111111111112]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1225,Naps are great for chaps,"['0', '0', '0', '60', '0', '31']","[0.0, 0.0, 0.0, 0.6593406593406593, 0.0, 0.34065934065934067]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1068,Anglican and Catholic churches could merge,"['0', '0', '0', '40', '0', '27']","[0.0, 0.0, 0.0, 0.5970149253731343, 0.0, 0.40298507462686567]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1012,Bush declares Iran's arms role in Iraq is certain,"['24', '3', '53', '0', '27', '14']","[0.19834710743801653, 0.024793388429752067, 0.4380165289256198, 0.0, 0.2231404958677686, 0.11570247933884298]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
651,An iPhone by any other name? Surely not,"['0', '3', '0', '13', '0', '33']","[0.0, 0.061224489795918366, 0.0, 0.2653061224489796, 0.0, 0.673469387755102]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
609,US to urge Nato Afghan spring offensive,"['42', '14', '54', '0', '33', '0']","[0.2937062937062937, 0.0979020979020979, 0.3776223776223776, 0.0, 0.23076923076923078, 0.0]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1456,Fire extinguisher part of Tennessee execution kit,"['8', '24', '12', '13', '12', '31']","[0.08, 0.24, 0.12, 0.13, 0.12, 0.31]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1191,Frustration rises as North Korea nuclear talks stall,"['32', '9', '40', '2', '27', '2']","[0.2857142857142857, 0.08035714285714286, 0.35714285714285715, 0.017857142857142856, 0.24107142857142858, 0.017857142857142856]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1274,Nap your way to a successful career,"['0', '0', '0', '37', '0', '29']","[0.0, 0.0, 0.0, 0.5606060606060606, 0.0, 0.4393939393939394]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1413,Svindal claims are golden double,"['0', '0', '0', '22', '0', '4']","[0.0, 0.0, 0.0, 0.8461538461538461, 0.0, 0.15384615384615385]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1311,Court TV: Accused killer tells jury a love story,"['8', '17', '16', '3', '14', '45']","[0.07766990291262135, 0.1650485436893204, 0.1553398058252427, 0.02912621359223301, 0.13592233009708737, 0.4368932038834951]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
822,Israel's Peretz urges halt to contentious Jerusalem construction,"['34', '7', '19', '0', '24', '16']","[0.34, 0.07, 0.19, 0.0, 0.24, 0.16]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1030,Moscow says Palestine-Israeli contacts key to Mideast peace,"['4', '2', '4', '37', '17', '8']","[0.05555555555555555, 0.027777777777777776, 0.05555555555555555, 0.5138888888888888, 0.2361111111111111, 0.1111111111111111]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1088,Ready to eat chicken breasts recalled due to suspected listeria,"['16', '5', '52', '30', '16', '28']","[0.10884353741496598, 0.034013605442176874, 0.35374149659863946, 0.20408163265306123, 0.10884353741496598, 0.19047619047619047]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
740,Internet attacked! (Did anyone notice?),"['11', '17', '35', '0', '7', '54']","[0.08870967741935484, 0.13709677419354838, 0.28225806451612906, 0.0, 0.056451612903225805, 0.43548387096774194]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1138,Trying to assess the damage in Cleveland ,"['0', '0', '6', '0', '38', '2']","[0.0, 0.0, 0.13043478260869565, 0.0, 0.8260869565217391, 0.043478260869565216]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
