article_id,title,comment_counter,comment_text
14540561,The confessions of Michael Ignatieff,source1_14540561_14,Some things are meant to be.
24378621,"Don't add to thalidomide victims' suffering, Ms. Ambrose",source1_24378621_6,Planning an extinction Rona so you don't have to pony up...Just take $$$$$$$$$$$ from the Senate.. giving it to a group far more deserving.
16220647,Ted Cruz: I am (not) Canadian,source1_16220647_4,"This is actually a proud moment for Canada - this slick, in-it-for-the-1%, mean weasel doesn't want anything to do with us! We should be celebrating!!"
11559826,Doug Ford's message to Ontario's Premier: Take your $50-billion transit plan to the people,source2_11559826_30,WORD GIVES THIS ARTICLE A READING LEVEL SCORE AT GRADE 9. (8.9)
30357276,Jeffrey Simpson: Europe the wrong culprit for what troubles Britain,source1_30357276_12,"People like Nigel Farage (sp?), the leader of UKIP, have been making connections between EU membership and increased immigration. It's a right-wing, racist movement to break up Europe.'Plummy Tory England' is a nice touch, Jeffrey."
31591910,I tweeted about Harper. Then the Twitter bots attacked,source1_31591910_23,"Monsef, Minister of Democratic Institutions believes Twitter feed is a valid indicator of how Canadians feel about election reform."
17747088,The Harper machine is in disarray,source1_17747088_29,His 'walk in the snow' is getting closer...
21680846,Distracted driving is the new drunk driving,source1_21680846_9,Impose the same penalties as drunk driving. Loss of licence and a criminal record will work on most people.
9732100,"For Pope Francis, only one question matters",source1_9732100_17,Congratulations to all Catholics on election of a new Pope!
15819863,What Harper can learn from Chretien and Mulroney about scandals,source1_15819863_34,Support Reform BillReduce income taxesPropose that provinces increase sales taxRecruit a successor
25901314,Obama ups the drama on Iranian nuclear deal,source1_25901314_15,these are the same people who promoted and supported the war in Iraq.... Like Kerry and Clinton perhaps?
20354240,No reason to hide number of Canadians on 'no-fly list',source1_20354240_0,"Yet another officer of parliament, appointed by Harper, fighting to force this government to do it's duty. Accountable and transparent, Harper's words seem so distant now... and hollow."
14563666,Muslims finding common ground with Christians: The path to peace,source1_14563666_10,"Don't care what people do in private life. What matters is how much others (school, organizations etc.) has to adjust for someones faith."
8412565,Technology is blurring the line between work and play,source1_8412565_8,"'Send in that late report while still playing a game of Angry Birds or confirm an appointment while watching the latest blockbuster.' Hhhhrrrruuuumfff, which means 'does this translate into dragging you're personal interests to work?'"
12915419,Marcus Gee: Let's audit Rob Ford's '$1-billion in savings' claim,source1_12915419_29,All these 'savings' yet not one foot of a subway has been dug !
16413952,Harper in Israel: What he did and didn't say,source1_16413952_0,"Canadians are peace keepers not side pickers. If we believe in a two state solution, then we should focusing on that and presenting a more balanced approach."
15032413,Tales of blackmail and betrayal on the Rideau,source1_15032413_56,"When you treat others, especially your staff, like dirt, eventually, they will find reasons to get even with you by leaking damaging information. Harper's unethical behaviour is finally coming back on him. Good."
14612526,Medical pot is a sham. Here's how,source1_14612526_64,I hope that medical marijuana is available for people who are suffering from this disease.
16566977,"In L'Isle-Verte, no anger - only sorrow",source1_16566977_3,It is very unlikely that anger could find acceptance in such a close community. And it would have come to accept an existence of 'half a loaf' centuries ago.
16444443,Supreme Court appointments: Fix the process or scrap it,source1_16444443_2,Screwing things up in pursuit of its ideological agenda is what this government does best.
29037053,President Trump? Pass the smelling salts,source1_29037053_62,I'll admit I'm warming to the idea of Trump winning. I want to see what he'll actually do in power. If he controls immigration and stops the bleed to China the USA would be in a better position.
32604218,FBI director's poor decision about Clinton e-mails could taint the U.S. election,source1_32604218_27,The Clintons will be the first couple in history to both be impeached. Oh what times we live in.
32174178,Lisee does the full Trump to sway PQ faithful,source2_32174178_0,Poor Konrad knows nothing about Quebec. He doesn't even speak french. Shame !
15439934,"Pipelines: Not whether, but how",source1_15439934_27,Bravo! Reminded again that there have been thoughtful and intelligent leaders running this country.
30507137,Fear and loathing in England as the Brexit debate brings out the worst,source1_30507137_22,A strange absence of any details (other than wrong ones: the barely known Cromer 'quintessential' ? A '99' with no flake ?). I wonder if the author has ever actually been to Britain.
32572684,India must ban the triple talaq 'instant divorce',source1_32572684_2,Well first India should fix the problem of rape. It is a nationwide problem in India. India should first protect innocent women and girls from rape.
32908035,"If Canada is going to have a national bird, it might as well be the gray jay",source1_32908035_17,"In terms of finalists, I am glad that the black capped chickadee got a look in.Loons are mean."
18924852,Is the World Cup a giant waste of money?,source1_18924852_33,Why not have permanent sites for the summer Olympics (Greece?); winter Olympics (?); and the World Cup (?).
17160469,Canada's military policy doesn't add up,source1_17160469_14,"As Tabatha Southey eloquently joked a few weeks ago, the cons love the IDEA of a strong military but not the military itself. They like the IDEA of veterans much more than the veterans themselves. It like Mommy Dearist loving the IDEA of kids..."
17357913,Don't let Russia abuse Crimean history,source1_17357913_32,OSTAPCHUK - that wouldn't be a Ukrainian name would it?
25099163,"A national inquiry can't solve the problem of missing, murdered aboriginal women",source1_25099163_12,Angry over all these public inquiries at Taxpayer expense.
25235930,"Greater Vancouver says 'no,' and the gridlock continues",source1_25235930_8,"Just a thought....how many voters in the out lying areas have consistently voted for the BC Liberals, you know, the party that gave us Translink and has consistently meddled in its operations and stymied regional transportation planning?"
